ANNO_SOLARE;COD_ATENEO;NOME_ATENEO;CODICE_SPESA;DESCRIZIONE_SPESA;SPESA_TOTALE;SPESA_DI_CUI_REGIONALE
2010;06601;L'Aquila - Università degli studi;9195  ;INTERVENTI A FAVORE DEGLI STUDENTI per conto della Regione (Spese aventi natura di partite di giro) - di cui altre borse (specificare);0;0
2010;06601;L'Aquila - Università degli studi;9200  ;INTERVENTI A FAVORE DEGLI STUDENTI per conto della Regione (Spese aventi natura di partite di giro) - Erogazione servizi e contributi per conto della Regione;0;0
2010;06601;L'Aquila - Università degli studi;40    ;ALTRE SPESE PER IL DSU - TOTALE;0;0
2010;06601;L'Aquila - Università degli studi;41    ;ALTRE SPESE PER IL DSU - Spesa per gestione della mensa;0;0
2010;06601;L'Aquila - Università degli studi;42    ;ALTRE SPESE PER IL DSU - Spesa per gestione degli alloggi;0;0
2010;06601;L'Aquila - Università degli studi;43    ;ALTRE SPESE PER IL DSU - Spesa per trasporto studenti;0;0
2010;06601;L'Aquila - Università degli studi;44    ;ALTRE SPESE PER IL DSU - Spesa per interventi a favore di studenti in situazione di handicap non ripartibile tra studenti;0;0
2010;06601;L'Aquila - Università degli studi;45    ;ALTRE SPESE PER IL DSU - Altre spese per il DSU non ripartibile tra studenti;0;0
2010;06601;L'Aquila - Università degli studi;51    ;PRESTITI EROGATI DA ISTITUTI DI CREDITO CONVENZIONATI - Ammontare dei prestiti;0;0
2010;06601;L'Aquila - Università degli studi;52    ;PRESTITI EROGATI DA ISTITUTI DI CREDITO CONVENZIONATI - Fondo di garanzia;0;0
2010;06701;Teramo - Università degli studi;S300  ;INTERVENTI A FAVORE DEGLI STUDENTI - TOTALE INTERVENTI;2464958;612075
2010;06701;Teramo - Università degli studi;S310  ;BORSE DI STUDIO - TOTALE BORSE;1932092;612075
2010;06701;Teramo - Università degli studi;3110  ;Dottorato di ricerca;1133090;0
2010;06701;Teramo - Università degli studi;3120  ;Scuole di specializzazione;0;0
2010;06701;Teramo - Università degli studi;3130  ;Scuole di specializzazione mediche a norma UE;0;0
2010;06701;Teramo - Università degli studi;3140  ;Post dottorato;0;0
2010;06701;Teramo - Università degli studi;3150  ;Perfezionamento all'estero;292;0
2010;06701;Teramo - Università degli studi;3160  ;Altre borse;798710;612075
2010;06701;Teramo - Università degli studi;3161  ;Altre borse - di cui a studenti iscritti a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;41345;0
2010;06701;Teramo - Università degli studi;3162  ;Altre borse - di cui a studenti iscritti a corsi di dottorato;0;0
2010;06701;Teramo - Università degli studi;3163  ;Altre borse - di cui a studenti iscritti a corsi di specializzazione;0;0
2010;06701;Teramo - Università degli studi;3164  ;Altre borse - di cui a studenti iscritti a corsi di perfezionamento e master;0;0
2010;06701;Teramo - Università degli studi;3166  ;Altre borse - di cui borse di studio per attività di ricerca;757365;612075
2010;06701;Teramo - Università degli studi;3165  ;Altre borse - di cui altre borse;0;0
2010;06701;Teramo - Università degli studi;S320  ;ALTRI INTERVENTI - TOTALE ALTRI INTERVENTI;532866;0
2010;06701;Teramo - Università degli studi;3210  ;Attività part-time;154937;0
2010;06701;Teramo - Università degli studi;3220  ;Programmi di mobilità e scambi culturali studenti;279489;0
2010;06701;Teramo - Università degli studi;3221  ;Programmi di mobilità e scambi culturali studenti - di cui da cofinanziamento MIUR;58603;0
2010;06701;Teramo - Università degli studi;3222  ;Programmi di mobilità e scambi culturali studenti - di cui spesa finanziata dall'Unione Europea o da altre istituzioni;169173;0
2010;06701;Teramo - Università degli studi;3223  ;Programmi di mobilità e scambi culturali studenti - di cui spesa per iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0;0
2010;06701;Teramo - Università degli studi;3230  ;Iniziative ed attività culturali gestite dagli studenti;20962;0
2010;06701;Teramo - Università degli studi;3240  ;Altri interventi a favore degli studenti;77478;0
2010;06701;Teramo - Università degli studi;3241  ;Altri interventi a favore degli studenti - di cui contributi finanziari a favore di studenti in situazione di handicap;0;0
2010;06701;Teramo - Università degli studi;3245  ;Altri interventi a favore degli studenti - di cui contributi non finanziari a favore di studenti in situazione di handicap;52118;0
2010;06701;Teramo - Università degli studi;3242  ;Altri interventi a favore degli studenti - di cui contributi-alloggio;0;0
2010;06701;Teramo - Università degli studi;3243  ;Altri interventi a favore degli studenti - di cui mobilità dei dottorandi;4443;0
2010;06701;Teramo - Università degli studi;3246  ;Altri interventi a favore degli studenti - di cui trasporto studenti;335;0
2010;06701;Teramo - Università degli studi;3244  ;Altri interventi a favore degli studenti - di cui altri sussidi;20582;0
2010;06701;Teramo - Università degli studi;9190  ;INTERVENTI A FAVORE DEGLI STUDENTI per conto della Regione (Spese aventi natura di partite di giro) - Erogazione borse di studio per conto della Regione (artt. 8 e 21 della Legge 390 del 1991);0;0
2010;06701;Teramo - Università degli studi;9191  ;INTERVENTI A FAVORE DEGLI STUDENTI per conto della Regione (Spese aventi natura di partite di giro) - di cui a studenti iscritti a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;0;0
2010;06701;Teramo - Università degli studi;9192  ;INTERVENTI A FAVORE DEGLI STUDENTI per conto della Regione (Spese aventi natura di partite di giro) - di cui a studenti iscritti a corsi di dottorato;0;0
2010;06701;Teramo - Università degli studi;9193  ;INTERVENTI A FAVORE DEGLI STUDENTI per conto della Regione (Spese aventi natura di partite di giro) - di cui a studenti iscritti a corsi di specializzazione;0;0
2010;06701;Teramo - Università degli studi;9194  ;INTERVENTI A FAVORE DEGLI STUDENTI per conto della Regione (Spese aventi natura di partite di giro) - di cui a studenti iscritti a corsi di perfezionamento e master;0;0
2010;06701;Teramo - Università degli studi;9195  ;INTERVENTI A FAVORE DEGLI STUDENTI per conto della Regione (Spese aventi natura di partite di giro) - di cui altre borse (specificare);0;0
2010;06701;Teramo - Università degli studi;9200  ;INTERVENTI A FAVORE DEGLI STUDENTI per conto della Regione (Spese aventi natura di partite di giro) - Erogazione servizi e contributi per conto della Regione;0;0
2010;06701;Teramo - Università degli studi;40    ;ALTRE SPESE PER IL DSU - TOTALE;16798;0
2010;06701;Teramo - Università degli studi;41    ;ALTRE SPESE PER IL DSU - Spesa per gestione della mensa;0;0
2010;06701;Teramo - Università degli studi;42    ;ALTRE SPESE PER IL DSU - Spesa per gestione degli alloggi;0;0
2010;06701;Teramo - Università degli studi;43    ;ALTRE SPESE PER IL DSU - Spesa per trasporto studenti;16798;0
2010;06701;Teramo - Università degli studi;44    ;ALTRE SPESE PER IL DSU - Spesa per interventi a favore di studenti in situazione di handicap non ripartibile tra studenti;0;0
2010;06701;Teramo - Università degli studi;45    ;ALTRE SPESE PER IL DSU - Altre spese per il DSU non ripartibile tra studenti;0;0
2010;06701;Teramo - Università degli studi;51    ;PRESTITI EROGATI DA ISTITUTI DI CREDITO CONVENZIONATI - Ammontare dei prestiti;0;0
2010;06701;Teramo - Università degli studi;52    ;PRESTITI EROGATI DA ISTITUTI DI CREDITO CONVENZIONATI - Fondo di garanzia;0;0
2010;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;S300  ;INTERVENTI A FAVORE DEGLI STUDENTI - TOTALE INTERVENTI;19166836;1270935
2010;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;S310  ;BORSE DI STUDIO - TOTALE BORSE;17787556;1270935
2010;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;3110  ;Dottorato di ricerca;4379123;22906
2010;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;3120  ;Scuole di specializzazione;244484;0
2010;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;3130  ;Scuole di specializzazione mediche a norma UE;10571789;207351
2010;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;3140  ;Post dottorato;495591;0
2010;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;3150  ;Perfezionamento all'estero;0;0
2010;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;3160  ;Altre borse;2096569;1040678
2010;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;3161  ;Altre borse - di cui a studenti iscritti a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;240476;0
2010;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;3162  ;Altre borse - di cui a studenti iscritti a corsi di dottorato;0;0
2010;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;3163  ;Altre borse - di cui a studenti iscritti a corsi di specializzazione;0;0
2010;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;3164  ;Altre borse - di cui a studenti iscritti a corsi di perfezionamento e master;0;0
2010;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;3166  ;Altre borse - di cui borse di studio per attività di ricerca;704896;0
2010;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;3165  ;Altre borse - di cui altre borse;1151197;1040678
2010;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;S320  ;ALTRI INTERVENTI - TOTALE ALTRI INTERVENTI;1379280;0
2010;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;3210  ;Attività part-time;179427;0
2010;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;3220  ;Programmi di mobilità e scambi culturali studenti;634327;0
2010;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;3221  ;Programmi di mobilità e scambi culturali studenti - di cui da cofinanziamento MIUR;89045;0
2010;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;3222  ;Programmi di mobilità e scambi culturali studenti - di cui spesa finanziata dall'Unione Europea o da altre istituzioni;202741;0
2010;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;3223  ;Programmi di mobilità e scambi culturali studenti - di cui spesa per iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;423742;0
2010;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;3230  ;Iniziative ed attività culturali gestite dagli studenti;97;0
2010;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;3240  ;Altri interventi a favore degli studenti;565429;0
2010;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;3241  ;Altri interventi a favore degli studenti - di cui contributi finanziari a favore di studenti in situazione di handicap;0;0
2010;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;3245  ;Altri interventi a favore degli studenti - di cui contributi non finanziari a favore di studenti in situazione di handicap;176989;0
2010;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;3242  ;Altri interventi a favore degli studenti - di cui contributi-alloggio;0;0
2010;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;3243  ;Altri interventi a favore degli studenti - di cui mobilità dei dottorandi;24315;0
2010;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;3246  ;Altri interventi a favore degli studenti - di cui trasporto studenti;0;0
2010;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;3244  ;Altri interventi a favore degli studenti - di cui altri sussidi;364125;0
2010;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;9190  ;INTERVENTI A FAVORE DEGLI STUDENTI per conto della Regione (Spese aventi natura di partite di giro) - Erogazione borse di studio per conto della Regione (artt. 8 e 21 della Legge 390 del 1991);0;0
2010;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;9191  ;INTERVENTI A FAVORE DEGLI STUDENTI per conto della Regione (Spese aventi natura di partite di giro) - di cui a studenti iscritti a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;0;0
2010;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;9192  ;INTERVENTI A FAVORE DEGLI STUDENTI per conto della Regione (Spese aventi natura di partite di giro) - di cui a studenti iscritti a corsi di dottorato;0;0
2010;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;9193  ;INTERVENTI A FAVORE DEGLI STUDENTI per conto della Regione (Spese aventi natura di partite di giro) - di cui a studenti iscritti a corsi di specializzazione;0;0
2010;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;9194  ;INTERVENTI A FAVORE DEGLI STUDENTI per conto della Regione (Spese aventi natura di partite di giro) - di cui a studenti iscritti a corsi di perfezionamento e master;0;0
2010;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;9195  ;INTERVENTI A FAVORE DEGLI STUDENTI per conto della Regione (Spese aventi natura di partite di giro) - di cui altre borse (specificare);0;0
2010;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;9200  ;INTERVENTI A FAVORE DEGLI STUDENTI per conto della Regione (Spese aventi natura di partite di giro) - Erogazione servizi e contributi per conto della Regione;0;0
2010;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;40    ;ALTRE SPESE PER IL DSU - TOTALE;0;0
2010;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;41    ;ALTRE SPESE PER IL DSU - Spesa per gestione della mensa;0;0
2010;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;42    ;ALTRE SPESE PER IL DSU - Spesa per gestione degli alloggi;0;0
2010;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;43    ;ALTRE SPESE PER IL DSU - Spesa per trasporto studenti;0;0
2010;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;44    ;ALTRE SPESE PER IL DSU - Spesa per interventi a favore di studenti in situazione di handicap non ripartibile tra studenti;0;0
2010;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;45    ;ALTRE SPESE PER IL DSU - Altre spese per il DSU non ripartibile tra studenti;0;0
2010;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;51    ;PRESTITI EROGATI DA ISTITUTI DI CREDITO CONVENZIONATI - Ammontare dei prestiti;0;0
2010;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;52    ;PRESTITI EROGATI DA ISTITUTI DI CREDITO CONVENZIONATI - Fondo di garanzia;0;0
2010;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";S300  ;INTERVENTI A FAVORE DEGLI STUDENTI - TOTALE INTERVENTI;0;0
2010;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";S310  ;BORSE DI STUDIO - TOTALE BORSE;0;0
2010;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";3110  ;Dottorato di ricerca;0;0
2010;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";3120  ;Scuole di specializzazione;0;0
2010;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";3130  ;Scuole di specializzazione mediche a norma UE;0;0
2010;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";3140  ;Post dottorato;0;0
2010;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";3150  ;Perfezionamento all'estero;0;0
2010;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";3160  ;Altre borse;0;0
2010;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";3161  ;Altre borse - di cui a studenti iscritti a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;0;0
2010;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";3162  ;Altre borse - di cui a studenti iscritti a corsi di dottorato;0;0
2010;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";3163  ;Altre borse - di cui a studenti iscritti a corsi di specializzazione;0;0
2010;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";3164  ;Altre borse - di cui a studenti iscritti a corsi di perfezionamento e master;0;0
2010;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";3166  ;Altre borse - di cui borse di studio per attività di ricerca;0;0
2010;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";3165  ;Altre borse - di cui altre borse;0;0
2010;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";S320  ;ALTRI INTERVENTI - TOTALE ALTRI INTERVENTI;0;0
2010;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";3210  ;Attività part-time;0;0
2010;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";3220  ;Programmi di mobilità e scambi culturali studenti;0;0
2010;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";3221  ;Programmi di mobilità e scambi culturali studenti - di cui da cofinanziamento MIUR;0;0
2010;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";3222  ;Programmi di mobilità e scambi culturali studenti - di cui spesa finanziata dall'Unione Europea o da altre istituzioni;0;0
2010;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";3223  ;Programmi di mobilità e scambi culturali studenti - di cui spesa per iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0;0
2010;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";3230  ;Iniziative ed attività culturali gestite dagli studenti;0;0
2010;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";3240  ;Altri interventi a favore degli studenti;0;0
2010;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";3241  ;Altri interventi a favore degli studenti - di cui contributi finanziari a favore di studenti in situazione di handicap;0;0
2010;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";3245  ;Altri interventi a favore degli studenti - di cui contributi non finanziari a favore di studenti in situazione di handicap;0;0
2010;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";3242  ;Altri interventi a favore degli studenti - di cui contributi-alloggio;0;0
2010;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";3243  ;Altri interventi a favore degli studenti - di cui mobilità dei dottorandi;0;0
2010;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";3246  ;Altri interventi a favore degli studenti - di cui trasporto studenti;0;0
2010;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";3244  ;Altri interventi a favore degli studenti - di cui altri sussidi;0;0
2010;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";9190  ;INTERVENTI A FAVORE DEGLI STUDENTI per conto della Regione (Spese aventi natura di partite di giro) - Erogazione borse di studio per conto della Regione (artt. 8 e 21 della Legge 390 del 1991);0;0
2010;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";9191  ;INTERVENTI A FAVORE DEGLI STUDENTI per conto della Regione (Spese aventi natura di partite di giro) - di cui a studenti iscritti a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;0;0
2010;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";9192  ;INTERVENTI A FAVORE DEGLI STUDENTI per conto della Regione (Spese aventi natura di partite di giro) - di cui a studenti iscritti a corsi di dottorato;0;0
2010;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";9193  ;INTERVENTI A FAVORE DEGLI STUDENTI per conto della Regione (Spese aventi natura di partite di giro) - di cui a studenti iscritti a corsi di specializzazione;0;0
2010;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";9194  ;INTERVENTI A FAVORE DEGLI STUDENTI per conto della Regione (Spese aventi natura di partite di giro) - di cui a studenti iscritti a corsi di perfezionamento e master;0;0
2010;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";9195  ;INTERVENTI A FAVORE DEGLI STUDENTI per conto della Regione (Spese aventi natura di partite di giro) - di cui altre borse (specificare);0;0
2010;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";9200  ;INTERVENTI A FAVORE DEGLI STUDENTI per conto della Regione (Spese aventi natura di partite di giro) - Erogazione servizi e contributi per conto della Regione;0;0
2010;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";40    ;ALTRE SPESE PER IL DSU - TOTALE;0;0
2010;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";41    ;ALTRE SPESE PER IL DSU - Spesa per gestione della mensa;0;0
2010;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";42    ;ALTRE SPESE PER IL DSU - Spesa per gestione degli alloggi;0;0
2010;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";43    ;ALTRE SPESE PER IL DSU - Spesa per trasporto studenti;0;0
2010;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";44    ;ALTRE SPESE PER IL DSU - Spesa per interventi a favore di studenti in situazione di handicap non ripartibile tra studenti;0;0
2010;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";45    ;ALTRE SPESE PER IL DSU - Altre spese per il DSU non ripartibile tra studenti;0;0
2010;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";51    ;PRESTITI EROGATI DA ISTITUTI DI CREDITO CONVENZIONATI - Ammontare dei prestiti;0;0
2010;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";52    ;PRESTITI EROGATI DA ISTITUTI DI CREDITO CONVENZIONATI - Fondo di garanzia;0;0
2010;07001;Campobasso - Università degli studi del Molise;S300  ;INTERVENTI A FAVORE DEGLI STUDENTI - TOTALE INTERVENTI;1801823;0
2010;07001;Campobasso - Università degli studi del Molise;S310  ;BORSE DI STUDIO - TOTALE BORSE;1115822;0
2010;07001;Campobasso - Università degli studi del Molise;3110  ;Dottorato di ricerca;837220;0
2010;07001;Campobasso - Università degli studi del Molise;3120  ;Scuole di specializzazione;0;0
2010;07001;Campobasso - Università degli studi del Molise;3130  ;Scuole di specializzazione mediche a norma UE;0;0
2010;07001;Campobasso - Università degli studi del Molise;3140  ;Post dottorato;0;0
2010;07001;Campobasso - Università degli studi del Molise;3150  ;Perfezionamento all'estero;0;0
2010;07001;Campobasso - Università degli studi del Molise;3160  ;Altre borse;278602;0
2010;07001;Campobasso - Università degli studi del Molise;3161  ;Altre borse - di cui a studenti iscritti a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;4395;0
2010;07001;Campobasso - Università degli studi del Molise;3162  ;Altre borse - di cui a studenti iscritti a corsi di dottorato;0;0
2010;07001;Campobasso - Università degli studi del Molise;3163  ;Altre borse - di cui a studenti iscritti a corsi di specializzazione;0;0
2010;07001;Campobasso - Università degli studi del Molise;3164  ;Altre borse - di cui a studenti iscritti a corsi di perfezionamento e master;0;0
2010;07001;Campobasso - Università degli studi del Molise;3166  ;Altre borse - di cui borse di studio per attività di ricerca;216981;0
2010;07001;Campobasso - Università degli studi del Molise;3165  ;Altre borse - di cui altre borse;57226;0
2010;07001;Campobasso - Università degli studi del Molise;S320  ;ALTRI INTERVENTI - TOTALE ALTRI INTERVENTI;686001;0
2010;07001;Campobasso - Università degli studi del Molise;3210  ;Attività part-time;120000;0
2010;07001;Campobasso - Università degli studi del Molise;3220  ;Programmi di mobilità e scambi culturali studenti;82672;0
2010;07001;Campobasso - Università degli studi del Molise;3221  ;Programmi di mobilità e scambi culturali studenti - di cui da cofinanziamento MIUR;24204;0
2010;07001;Campobasso - Università degli studi del Molise;3222  ;Programmi di mobilità e scambi culturali studenti - di cui spesa finanziata dall'Unione Europea o da altre istituzioni;58468;0
2010;07001;Campobasso - Università degli studi del Molise;3223  ;Programmi di mobilità e scambi culturali studenti - di cui spesa per iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0;0
2010;07001;Campobasso - Università degli studi del Molise;3230  ;Iniziative ed attività culturali gestite dagli studenti;25243;0
2010;07001;Campobasso - Università degli studi del Molise;3240  ;Altri interventi a favore degli studenti;458086;0
2010;07001;Campobasso - Università degli studi del Molise;3241  ;Altri interventi a favore degli studenti - di cui contributi finanziari a favore di studenti in situazione di handicap;1473;0
2010;07001;Campobasso - Università degli studi del Molise;3245  ;Altri interventi a favore degli studenti - di cui contributi non finanziari a favore di studenti in situazione di handicap;87000;0
2010;07001;Campobasso - Università degli studi del Molise;3242  ;Altri interventi a favore degli studenti - di cui contributi-alloggio;0;0
2010;07001;Campobasso - Università degli studi del Molise;3243  ;Altri interventi a favore degli studenti - di cui mobilità dei dottorandi;1133;0
2010;07001;Campobasso - Università degli studi del Molise;3246  ;Altri interventi a favore degli studenti - di cui trasporto studenti;36464;0
2010;07001;Campobasso - Università degli studi del Molise;3244  ;Altri interventi a favore degli studenti - di cui altri sussidi;332016;0
2010;07001;Campobasso - Università degli studi del Molise;9190  ;INTERVENTI A FAVORE DEGLI STUDENTI per conto della Regione (Spese aventi natura di partite di giro) - Erogazione borse di studio per conto della Regione (artt. 8 e 21 della Legge 390 del 1991);0;0
2010;07001;Campobasso - Università degli studi del Molise;9191  ;INTERVENTI A FAVORE DEGLI STUDENTI per conto della Regione (Spese aventi natura di partite di giro) - di cui a studenti iscritti a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;0;0
2010;07001;Campobasso - Università degli studi del Molise;9192  ;INTERVENTI A FAVORE DEGLI STUDENTI per conto della Regione (Spese aventi natura di partite di giro) - di cui a studenti iscritti a corsi di dottorato;0;0
2010;07001;Campobasso - Università degli studi del Molise;9193  ;INTERVENTI A FAVORE DEGLI STUDENTI per conto della Regione (Spese aventi natura di partite di giro) - di cui a studenti iscritti a corsi di specializzazione;0;0
2010;07001;Campobasso - Università degli studi del Molise;9194  ;INTERVENTI A FAVORE DEGLI STUDENTI per conto della Regione (Spese aventi natura di partite di giro) - di cui a studenti iscritti a corsi di perfezionamento e master;0;0
2010;07001;Campobasso - Università degli studi del Molise;9195  ;INTERVENTI A FAVORE DEGLI STUDENTI per conto della Regione (Spese aventi natura di partite di giro) - di cui altre borse (specificare);0;0
2010;07001;Campobasso - Università degli studi del Molise;9200  ;INTERVENTI A FAVORE DEGLI STUDENTI per conto della Regione (Spese aventi natura di partite di giro) - Erogazione servizi e contributi per conto della Regione;0;0
2010;07001;Campobasso - Università degli studi del Molise;40    ;ALTRE SPESE PER IL DSU - TOTALE;58662;0
2010;07001;Campobasso - Università degli studi del Molise;41    ;ALTRE SPESE PER IL DSU - Spesa per gestione della mensa;0;0
2010;07001;Campobasso - Università degli studi del Molise;42    ;ALTRE SPESE PER IL DSU - Spesa per gestione degli alloggi;34390;0
2010;07001;Campobasso - Università degli studi del Molise;43    ;ALTRE SPESE PER IL DSU - Spesa per trasporto studenti;19352;0
2010;07001;Campobasso - Università degli studi del Molise;44    ;ALTRE SPESE PER IL DSU - Spesa per interventi a favore di studenti in situazione di handicap non ripartibile tra studenti;4920;0
2010;07001;Campobasso - Università degli studi del Molise;45    ;ALTRE SPESE PER IL DSU - Altre spese per il DSU non ripartibile tra studenti;0;0
2010;07001;Campobasso - Università degli studi del Molise;51    ;PRESTITI EROGATI DA ISTITUTI DI CREDITO CONVENZIONATI - Ammontare dei prestiti;0;0
2010;07001;Campobasso - Università degli studi del Molise;52    ;PRESTITI EROGATI DA ISTITUTI DI CREDITO CONVENZIONATI - Fondo di garanzia;0;0
2010;07101;Foggia - Università degli studi;S300  ;INTERVENTI A FAVORE DEGLI STUDENTI - TOTALE INTERVENTI;7910885;850310
2010;07101;Foggia - Università degli studi;S310  ;BORSE DI STUDIO - TOTALE BORSE;7283479;837000
2010;07101;Foggia - Università degli studi;3110  ;Dottorato di ricerca;1193426;0
2010;07101;Foggia - Università degli studi;3120  ;Scuole di specializzazione;0;0
2010;07101;Foggia - Università degli studi;3130  ;Scuole di specializzazione mediche a norma UE;5429190;837000
2010;07101;Foggia - Università degli studi;3140  ;Post dottorato;660863;0
