ANNO_SOLARE;COD_ATENEO;NOME_ATENEO;CODICE_SPESA;DESCRIZIONE_SPESA;SPESA_TOTALE;SPESA_DI_CUI_REGIONALE
2008;06304;"Napoli - Istituto Universitario ""Suor Orsola Benincasa""";3160  ;Altre borse;0;0
2008;06304;"Napoli - Istituto Universitario ""Suor Orsola Benincasa""";3161  ;Altre borse - di cui a studenti iscritti a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;0;0
2008;06304;"Napoli - Istituto Universitario ""Suor Orsola Benincasa""";3162  ;Altre borse - di cui a studenti iscritti a corsi di dottorato;0;0
2008;06304;"Napoli - Istituto Universitario ""Suor Orsola Benincasa""";3163  ;Altre borse - di cui a studenti iscritti a corsi di specializzazione;0;0
2008;06304;"Napoli - Istituto Universitario ""Suor Orsola Benincasa""";3164  ;Altre borse - di cui a studenti iscritti a corsi di perfezionamento e master;0;0
2008;06304;"Napoli - Istituto Universitario ""Suor Orsola Benincasa""";3165  ;Altre borse - di cui altre borse;0;0
2008;06304;"Napoli - Istituto Universitario ""Suor Orsola Benincasa""";S320  ;ALTRI INTERVENTI - TOTALE ALTRI INTERVENTI;273974;0
2008;06304;"Napoli - Istituto Universitario ""Suor Orsola Benincasa""";3210  ;Attività part-time;37125;0
2008;06304;"Napoli - Istituto Universitario ""Suor Orsola Benincasa""";3220  ;Programmi di mobilità e scambi culturali studenti;159399;0
2008;06304;"Napoli - Istituto Universitario ""Suor Orsola Benincasa""";3221  ;Programmi di mobilità e scambi culturali studenti - di cui da cofinanziamento MIUR;30449;0
2008;06304;"Napoli - Istituto Universitario ""Suor Orsola Benincasa""";3222  ;Programmi di mobilità e scambi culturali studenti - di cui spesa finanziata dall'Unione Europea o da altre istituzioni;128950;0
2008;06304;"Napoli - Istituto Universitario ""Suor Orsola Benincasa""";3223  ;Programmi di mobilità e scambi culturali studenti - di cui spesa per iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0;0
2008;06304;"Napoli - Istituto Universitario ""Suor Orsola Benincasa""";3230  ;Iniziative ed attività culturali gestite dagli studenti;0;0
2008;06304;"Napoli - Istituto Universitario ""Suor Orsola Benincasa""";3240  ;Altri interventi a favore degli studenti;77450;0
2008;06304;"Napoli - Istituto Universitario ""Suor Orsola Benincasa""";3241  ;Altri interventi a favore degli studenti - di cui contributi finanziari a favore di studenti in situazione di handicap;0;0
2008;06304;"Napoli - Istituto Universitario ""Suor Orsola Benincasa""";3242  ;Altri interventi a favore degli studenti - di cui contributi-alloggio;0;0
2008;06304;"Napoli - Istituto Universitario ""Suor Orsola Benincasa""";3243  ;Altri interventi a favore degli studenti - di cui mobilità dei dottorandi;0;0
2008;06304;"Napoli - Istituto Universitario ""Suor Orsola Benincasa""";3244  ;Altri interventi a favore degli studenti - di cui altri sussidi;77450;0
2008;06304;"Napoli - Istituto Universitario ""Suor Orsola Benincasa""";40    ;ALTRE SPESE PER IL DSU - TOTALE;0;0
2008;06304;"Napoli - Istituto Universitario ""Suor Orsola Benincasa""";41    ;ALTRE SPESE PER IL DSU - Spesa per gestione della mensa;0;0
2008;06304;"Napoli - Istituto Universitario ""Suor Orsola Benincasa""";42    ;ALTRE SPESE PER IL DSU - Spesa per gestione degli alloggi;0;0
2008;06304;"Napoli - Istituto Universitario ""Suor Orsola Benincasa""";43    ;ALTRE SPESE PER IL DSU - Spesa per trasporto studenti;0;0
2008;06304;"Napoli - Istituto Universitario ""Suor Orsola Benincasa""";44    ;ALTRE SPESE PER IL DSU - Spesa per interventi a favore di studenti in situazione di handicap non ripartibile tra studenti;0;0
2008;06304;"Napoli - Istituto Universitario ""Suor Orsola Benincasa""";45    ;ALTRE SPESE PER IL DSU - Altre spese per il DSU non ripartibile tra studenti;0;0
2008;06304;"Napoli - Istituto Universitario ""Suor Orsola Benincasa""";51    ;PRESTITI EROGATI DA ISTITUTI DI CREDITO CONVENZIONATI - Ammontare dei prestiti;0;0
2008;06304;"Napoli - Istituto Universitario ""Suor Orsola Benincasa""";52    ;PRESTITI EROGATI DA ISTITUTI DI CREDITO CONVENZIONATI - Fondo di garanzia;0;0
2008;06306;Napoli - Seconda Università degli studi;S300  ;INTERVENTI A FAVORE DEGLI STUDENTI - TOTALE INTERVENTI;44134111;0
2008;06306;Napoli - Seconda Università degli studi;S310  ;BORSE DI STUDIO - TOTALE BORSE;40972387;0
2008;06306;Napoli - Seconda Università degli studi;3110  ;Dottorato di ricerca;5877093;
2008;06306;Napoli - Seconda Università degli studi;3120  ;Scuole di specializzazione;52256;
2008;06306;Napoli - Seconda Università degli studi;3130  ;Scuole di specializzazione mediche a norma UE;33948618;
2008;06306;Napoli - Seconda Università degli studi;3140  ;Post dottorato;569;
2008;06306;Napoli - Seconda Università degli studi;3150  ;Perfezionamento all'estero;0;
2008;06306;Napoli - Seconda Università degli studi;3160  ;Altre borse;1093851;0
2008;06306;Napoli - Seconda Università degli studi;3161  ;Altre borse - di cui a studenti iscritti a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;0;0
2008;06306;Napoli - Seconda Università degli studi;3162  ;Altre borse - di cui a studenti iscritti a corsi di dottorato;0;0
2008;06306;Napoli - Seconda Università degli studi;3163  ;Altre borse - di cui a studenti iscritti a corsi di specializzazione;0;0
2008;06306;Napoli - Seconda Università degli studi;3164  ;Altre borse - di cui a studenti iscritti a corsi di perfezionamento e master;0;0
2008;06306;Napoli - Seconda Università degli studi;3165  ;Altre borse - di cui altre borse;1093851;0
2008;06306;Napoli - Seconda Università degli studi;S320  ;ALTRI INTERVENTI - TOTALE ALTRI INTERVENTI;3161724;0
2008;06306;Napoli - Seconda Università degli studi;3210  ;Attività part-time;291654;0
2008;06306;Napoli - Seconda Università degli studi;3220  ;Programmi di mobilità e scambi culturali studenti;1218099;0
2008;06306;Napoli - Seconda Università degli studi;3221  ;Programmi di mobilità e scambi culturali studenti - di cui da cofinanziamento MIUR;0;0
2008;06306;Napoli - Seconda Università degli studi;3222  ;Programmi di mobilità e scambi culturali studenti - di cui spesa finanziata dall'Unione Europea o da altre istituzioni;176314;0
2008;06306;Napoli - Seconda Università degli studi;3223  ;Programmi di mobilità e scambi culturali studenti - di cui spesa per iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0;0
2008;06306;Napoli - Seconda Università degli studi;3230  ;Iniziative ed attività culturali gestite dagli studenti;390488;0
2008;06306;Napoli - Seconda Università degli studi;3240  ;Altri interventi a favore degli studenti;1261483;0
2008;06306;Napoli - Seconda Università degli studi;3241  ;Altri interventi a favore degli studenti - di cui contributi finanziari a favore di studenti in situazione di handicap;176937;0
2008;06306;Napoli - Seconda Università degli studi;3242  ;Altri interventi a favore degli studenti - di cui contributi-alloggio;0;0
2008;06306;Napoli - Seconda Università degli studi;3243  ;Altri interventi a favore degli studenti - di cui mobilità dei dottorandi;0;0
2008;06306;Napoli - Seconda Università degli studi;3244  ;Altri interventi a favore degli studenti - di cui altri sussidi;1084546;0
2008;06306;Napoli - Seconda Università degli studi;40    ;ALTRE SPESE PER IL DSU - TOTALE;1326;0
2008;06306;Napoli - Seconda Università degli studi;41    ;ALTRE SPESE PER IL DSU - Spesa per gestione della mensa;0;0
2008;06306;Napoli - Seconda Università degli studi;42    ;ALTRE SPESE PER IL DSU - Spesa per gestione degli alloggi;0;0
2008;06306;Napoli - Seconda Università degli studi;43    ;ALTRE SPESE PER IL DSU - Spesa per trasporto studenti;0;0
2008;06306;Napoli - Seconda Università degli studi;44    ;ALTRE SPESE PER IL DSU - Spesa per interventi a favore di studenti in situazione di handicap non ripartibile tra studenti;1326;0
2008;06306;Napoli - Seconda Università degli studi;45    ;ALTRE SPESE PER IL DSU - Altre spese per il DSU non ripartibile tra studenti;0;0
2008;06306;Napoli - Seconda Università degli studi;51    ;PRESTITI EROGATI DA ISTITUTI DI CREDITO CONVENZIONATI - Ammontare dei prestiti;0;0
2008;06306;Napoli - Seconda Università degli studi;52    ;PRESTITI EROGATI DA ISTITUTI DI CREDITO CONVENZIONATI - Fondo di garanzia;0;0
2008;06307;"Napoli - Università telematica ""Pegaso""";S300  ;INTERVENTI A FAVORE DEGLI STUDENTI - TOTALE INTERVENTI;0;0
2008;06307;"Napoli - Università telematica ""Pegaso""";S310  ;BORSE DI STUDIO - TOTALE BORSE;0;0
2008;06307;"Napoli - Università telematica ""Pegaso""";3110  ;Dottorato di ricerca;0;
2008;06307;"Napoli - Università telematica ""Pegaso""";3120  ;Scuole di specializzazione;0;
2008;06307;"Napoli - Università telematica ""Pegaso""";3130  ;Scuole di specializzazione mediche a norma UE;0;
2008;06307;"Napoli - Università telematica ""Pegaso""";3140  ;Post dottorato;0;
2008;06307;"Napoli - Università telematica ""Pegaso""";3150  ;Perfezionamento all'estero;0;
2008;06307;"Napoli - Università telematica ""Pegaso""";3160  ;Altre borse;0;0
2008;06307;"Napoli - Università telematica ""Pegaso""";3161  ;Altre borse - di cui a studenti iscritti a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;0;0
2008;06307;"Napoli - Università telematica ""Pegaso""";3162  ;Altre borse - di cui a studenti iscritti a corsi di dottorato;0;0
2008;06307;"Napoli - Università telematica ""Pegaso""";3163  ;Altre borse - di cui a studenti iscritti a corsi di specializzazione;0;0
2008;06307;"Napoli - Università telematica ""Pegaso""";3164  ;Altre borse - di cui a studenti iscritti a corsi di perfezionamento e master;0;0
2008;06307;"Napoli - Università telematica ""Pegaso""";3165  ;Altre borse - di cui altre borse;0;0
2008;06307;"Napoli - Università telematica ""Pegaso""";S320  ;ALTRI INTERVENTI - TOTALE ALTRI INTERVENTI;0;0
2008;06307;"Napoli - Università telematica ""Pegaso""";3210  ;Attività part-time;0;0
2008;06307;"Napoli - Università telematica ""Pegaso""";3220  ;Programmi di mobilità e scambi culturali studenti;0;0
2008;06307;"Napoli - Università telematica ""Pegaso""";3221  ;Programmi di mobilità e scambi culturali studenti - di cui da cofinanziamento MIUR;0;0
2008;06307;"Napoli - Università telematica ""Pegaso""";3222  ;Programmi di mobilità e scambi culturali studenti - di cui spesa finanziata dall'Unione Europea o da altre istituzioni;0;0
2008;06307;"Napoli - Università telematica ""Pegaso""";3223  ;Programmi di mobilità e scambi culturali studenti - di cui spesa per iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0;0
2008;06307;"Napoli - Università telematica ""Pegaso""";3230  ;Iniziative ed attività culturali gestite dagli studenti;0;0
2008;06307;"Napoli - Università telematica ""Pegaso""";3240  ;Altri interventi a favore degli studenti;0;0
2008;06307;"Napoli - Università telematica ""Pegaso""";3241  ;Altri interventi a favore degli studenti - di cui contributi finanziari a favore di studenti in situazione di handicap;0;0
2008;06307;"Napoli - Università telematica ""Pegaso""";3242  ;Altri interventi a favore degli studenti - di cui contributi-alloggio;0;0
2008;06307;"Napoli - Università telematica ""Pegaso""";3243  ;Altri interventi a favore degli studenti - di cui mobilità dei dottorandi;0;0
2008;06307;"Napoli - Università telematica ""Pegaso""";3244  ;Altri interventi a favore degli studenti - di cui altri sussidi;0;0
2008;06307;"Napoli - Università telematica ""Pegaso""";40    ;ALTRE SPESE PER IL DSU - TOTALE;0;0
2008;06307;"Napoli - Università telematica ""Pegaso""";41    ;ALTRE SPESE PER IL DSU - Spesa per gestione della mensa;0;0
2008;06307;"Napoli - Università telematica ""Pegaso""";42    ;ALTRE SPESE PER IL DSU - Spesa per gestione degli alloggi;0;0
2008;06307;"Napoli - Università telematica ""Pegaso""";43    ;ALTRE SPESE PER IL DSU - Spesa per trasporto studenti;0;0
2008;06307;"Napoli - Università telematica ""Pegaso""";44    ;ALTRE SPESE PER IL DSU - Spesa per interventi a favore di studenti in situazione di handicap non ripartibile tra studenti;0;0
2008;06307;"Napoli - Università telematica ""Pegaso""";45    ;ALTRE SPESE PER IL DSU - Altre spese per il DSU non ripartibile tra studenti;0;0
2008;06307;"Napoli - Università telematica ""Pegaso""";51    ;PRESTITI EROGATI DA ISTITUTI DI CREDITO CONVENZIONATI - Ammontare dei prestiti;0;0
2008;06307;"Napoli - Università telematica ""Pegaso""";52    ;PRESTITI EROGATI DA ISTITUTI DI CREDITO CONVENZIONATI - Fondo di garanzia;0;0
2008;06501;Salerno - Università degli studi;S300  ;INTERVENTI A FAVORE DEGLI STUDENTI - TOTALE INTERVENTI;10152755;0
2008;06501;Salerno - Università degli studi;S310  ;BORSE DI STUDIO - TOTALE BORSE;7607595;0
2008;06501;Salerno - Università degli studi;3110  ;Dottorato di ricerca;6265821;
2008;06501;Salerno - Università degli studi;3120  ;Scuole di specializzazione;379000;
2008;06501;Salerno - Università degli studi;3130  ;Scuole di specializzazione mediche a norma UE;0;
2008;06501;Salerno - Università degli studi;3140  ;Post dottorato;421049;
2008;06501;Salerno - Università degli studi;3150  ;Perfezionamento all'estero;161554;
2008;06501;Salerno - Università degli studi;3160  ;Altre borse;380171;0
2008;06501;Salerno - Università degli studi;3161  ;Altre borse - di cui a studenti iscritti a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;181962;0
2008;06501;Salerno - Università degli studi;3162  ;Altre borse - di cui a studenti iscritti a corsi di dottorato;0;0
2008;06501;Salerno - Università degli studi;3163  ;Altre borse - di cui a studenti iscritti a corsi di specializzazione;0;0
2008;06501;Salerno - Università degli studi;3164  ;Altre borse - di cui a studenti iscritti a corsi di perfezionamento e master;0;0
2008;06501;Salerno - Università degli studi;3165  ;Altre borse - di cui altre borse;198209;0
2008;06501;Salerno - Università degli studi;S320  ;ALTRI INTERVENTI - TOTALE ALTRI INTERVENTI;2545160;0
2008;06501;Salerno - Università degli studi;3210  ;Attività part-time;735000;0
2008;06501;Salerno - Università degli studi;3220  ;Programmi di mobilità e scambi culturali studenti;1117675;0
2008;06501;Salerno - Università degli studi;3221  ;Programmi di mobilità e scambi culturali studenti - di cui da cofinanziamento MIUR;0;0
2008;06501;Salerno - Università degli studi;3222  ;Programmi di mobilità e scambi culturali studenti - di cui spesa finanziata dall'Unione Europea o da altre istituzioni;699144;0
2008;06501;Salerno - Università degli studi;3223  ;Programmi di mobilità e scambi culturali studenti - di cui spesa per iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0;0
2008;06501;Salerno - Università degli studi;3230  ;Iniziative ed attività culturali gestite dagli studenti;181520;0
2008;06501;Salerno - Università degli studi;3240  ;Altri interventi a favore degli studenti;510965;0
2008;06501;Salerno - Università degli studi;3241  ;Altri interventi a favore degli studenti - di cui contributi finanziari a favore di studenti in situazione di handicap;0;0
2008;06501;Salerno - Università degli studi;3242  ;Altri interventi a favore degli studenti - di cui contributi-alloggio;0;0
2008;06501;Salerno - Università degli studi;3243  ;Altri interventi a favore degli studenti - di cui mobilità dei dottorandi;0;0
2008;06501;Salerno - Università degli studi;3244  ;Altri interventi a favore degli studenti - di cui altri sussidi;510965;0
2008;06501;Salerno - Università degli studi;40    ;ALTRE SPESE PER IL DSU - TOTALE;170700;0
2008;06501;Salerno - Università degli studi;41    ;ALTRE SPESE PER IL DSU - Spesa per gestione della mensa;0;0
2008;06501;Salerno - Università degli studi;42    ;ALTRE SPESE PER IL DSU - Spesa per gestione degli alloggi;0;0
2008;06501;Salerno - Università degli studi;43    ;ALTRE SPESE PER IL DSU - Spesa per trasporto studenti;0;0
2008;06501;Salerno - Università degli studi;44    ;ALTRE SPESE PER IL DSU - Spesa per interventi a favore di studenti in situazione di handicap non ripartibile tra studenti;170700;0
2008;06501;Salerno - Università degli studi;45    ;ALTRE SPESE PER IL DSU - Altre spese per il DSU non ripartibile tra studenti;0;0
2008;06501;Salerno - Università degli studi;51    ;PRESTITI EROGATI DA ISTITUTI DI CREDITO CONVENZIONATI - Ammontare dei prestiti;0;0
2008;06501;Salerno - Università degli studi;52    ;PRESTITI EROGATI DA ISTITUTI DI CREDITO CONVENZIONATI - Fondo di garanzia;0;0
2008;06601;L'Aquila - Università degli studi;S300  ;INTERVENTI A FAVORE DEGLI STUDENTI - TOTALE INTERVENTI;14560384;0
2008;06601;L'Aquila - Università degli studi;S310  ;BORSE DI STUDIO - TOTALE BORSE;13195200;0
2008;06601;L'Aquila - Università degli studi;3110  ;Dottorato di ricerca;2183552;
2008;06601;L'Aquila - Università degli studi;3120  ;Scuole di specializzazione;0;
2008;06601;L'Aquila - Università degli studi;3130  ;Scuole di specializzazione mediche a norma UE;10660518;
2008;06601;L'Aquila - Università degli studi;3140  ;Post dottorato;0;
2008;06601;L'Aquila - Università degli studi;3150  ;Perfezionamento all'estero;0;
2008;06601;L'Aquila - Università degli studi;3160  ;Altre borse;351130;0
2008;06601;L'Aquila - Università degli studi;3161  ;Altre borse - di cui a studenti iscritti a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;0;0
2008;06601;L'Aquila - Università degli studi;3162  ;Altre borse - di cui a studenti iscritti a corsi di dottorato;101400;0
2008;06601;L'Aquila - Università degli studi;3163  ;Altre borse - di cui a studenti iscritti a corsi di specializzazione;0;0
2008;06601;L'Aquila - Università degli studi;3164  ;Altre borse - di cui a studenti iscritti a corsi di perfezionamento e master;20250;0
2008;06601;L'Aquila - Università degli studi;3165  ;Altre borse - di cui altre borse;229480;0
2008;06601;L'Aquila - Università degli studi;S320  ;ALTRI INTERVENTI - TOTALE ALTRI INTERVENTI;1365184;0
2008;06601;L'Aquila - Università degli studi;3210  ;Attività part-time;349123;0
2008;06601;L'Aquila - Università degli studi;3220  ;Programmi di mobilità e scambi culturali studenti;749131;0
2008;06601;L'Aquila - Università degli studi;3221  ;Programmi di mobilità e scambi culturali studenti - di cui da cofinanziamento MIUR;119857;0
2008;06601;L'Aquila - Università degli studi;3222  ;Programmi di mobilità e scambi culturali studenti - di cui spesa finanziata dall'Unione Europea o da altre istituzioni;608474;0
2008;06601;L'Aquila - Università degli studi;3223  ;Programmi di mobilità e scambi culturali studenti - di cui spesa per iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;20800;0
2008;06601;L'Aquila - Università degli studi;3230  ;Iniziative ed attività culturali gestite dagli studenti;16648;0
2008;06601;L'Aquila - Università degli studi;3240  ;Altri interventi a favore degli studenti;250282;0
2008;06601;L'Aquila - Università degli studi;3241  ;Altri interventi a favore degli studenti - di cui contributi finanziari a favore di studenti in situazione di handicap;153002;0
2008;06601;L'Aquila - Università degli studi;3242  ;Altri interventi a favore degli studenti - di cui contributi-alloggio;0;0
2008;06601;L'Aquila - Università degli studi;3243  ;Altri interventi a favore degli studenti - di cui mobilità dei dottorandi;0;0
2008;06601;L'Aquila - Università degli studi;3244  ;Altri interventi a favore degli studenti - di cui altri sussidi;97280;0
2008;06601;L'Aquila - Università degli studi;40    ;ALTRE SPESE PER IL DSU - TOTALE;19815;0
2008;06601;L'Aquila - Università degli studi;41    ;ALTRE SPESE PER IL DSU - Spesa per gestione della mensa;0;0
2008;06601;L'Aquila - Università degli studi;42    ;ALTRE SPESE PER IL DSU - Spesa per gestione degli alloggi;0;0
2008;06601;L'Aquila - Università degli studi;43    ;ALTRE SPESE PER IL DSU - Spesa per trasporto studenti;0;0
2008;06601;L'Aquila - Università degli studi;44    ;ALTRE SPESE PER IL DSU - Spesa per interventi a favore di studenti in situazione di handicap non ripartibile tra studenti;19815;0
2008;06601;L'Aquila - Università degli studi;45    ;ALTRE SPESE PER IL DSU - Altre spese per il DSU non ripartibile tra studenti;0;0
2008;06601;L'Aquila - Università degli studi;51    ;PRESTITI EROGATI DA ISTITUTI DI CREDITO CONVENZIONATI - Ammontare dei prestiti;0;0
2008;06601;L'Aquila - Università degli studi;52    ;PRESTITI EROGATI DA ISTITUTI DI CREDITO CONVENZIONATI - Fondo di garanzia;0;0
2008;06701;Teramo - Università degli studi;S300  ;INTERVENTI A FAVORE DEGLI STUDENTI - TOTALE INTERVENTI;2111813;0
2008;06701;Teramo - Università degli studi;S310  ;BORSE DI STUDIO - TOTALE BORSE;1170695;0
2008;06701;Teramo - Università degli studi;3110  ;Dottorato di ricerca;1010007;
2008;06701;Teramo - Università degli studi;3120  ;Scuole di specializzazione;0;
2008;06701;Teramo - Università degli studi;3130  ;Scuole di specializzazione mediche a norma UE;0;
2008;06701;Teramo - Università degli studi;3140  ;Post dottorato;0;
2008;06701;Teramo - Università degli studi;3150  ;Perfezionamento all'estero;0;
2008;06701;Teramo - Università degli studi;3160  ;Altre borse;160688;0
2008;06701;Teramo - Università degli studi;3161  ;Altre borse - di cui a studenti iscritti a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;0;0
2008;06701;Teramo - Università degli studi;3162  ;Altre borse - di cui a studenti iscritti a corsi di dottorato;0;0
2008;06701;Teramo - Università degli studi;3163  ;Altre borse - di cui a studenti iscritti a corsi di specializzazione;0;0
2008;06701;Teramo - Università degli studi;3164  ;Altre borse - di cui a studenti iscritti a corsi di perfezionamento e master;6020;0
2008;06701;Teramo - Università degli studi;3165  ;Altre borse - di cui altre borse;154668;0
2008;06701;Teramo - Università degli studi;S320  ;ALTRI INTERVENTI - TOTALE ALTRI INTERVENTI;941118;0
2008;06701;Teramo - Università degli studi;3210  ;Attività part-time;264684;0
2008;06701;Teramo - Università degli studi;3220  ;Programmi di mobilità e scambi culturali studenti;422917;0
2008;06701;Teramo - Università degli studi;3221  ;Programmi di mobilità e scambi culturali studenti - di cui da cofinanziamento MIUR;86000;0
2008;06701;Teramo - Università degli studi;3222  ;Programmi di mobilità e scambi culturali studenti - di cui spesa finanziata dall'Unione Europea o da altre istituzioni;282665;0
2008;06701;Teramo - Università degli studi;3223  ;Programmi di mobilità e scambi culturali studenti - di cui spesa per iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0;0
2008;06701;Teramo - Università degli studi;3230  ;Iniziative ed attività culturali gestite dagli studenti;49986;0
2008;06701;Teramo - Università degli studi;3240  ;Altri interventi a favore degli studenti;203531;0
2008;06701;Teramo - Università degli studi;3241  ;Altri interventi a favore degli studenti - di cui contributi finanziari a favore di studenti in situazione di handicap;39990;0
2008;06701;Teramo - Università degli studi;3242  ;Altri interventi a favore degli studenti - di cui contributi-alloggio;0;0
2008;06701;Teramo - Università degli studi;3243  ;Altri interventi a favore degli studenti - di cui mobilità dei dottorandi;0;0
2008;06701;Teramo - Università degli studi;3244  ;Altri interventi a favore degli studenti - di cui altri sussidi;163541;0
2008;06701;Teramo - Università degli studi;40    ;ALTRE SPESE PER IL DSU - TOTALE;0;0
2008;06701;Teramo - Università degli studi;41    ;ALTRE SPESE PER IL DSU - Spesa per gestione della mensa;0;0
2008;06701;Teramo - Università degli studi;42    ;ALTRE SPESE PER IL DSU - Spesa per gestione degli alloggi;0;0
2008;06701;Teramo - Università degli studi;43    ;ALTRE SPESE PER IL DSU - Spesa per trasporto studenti;0;0
2008;06701;Teramo - Università degli studi;44    ;ALTRE SPESE PER IL DSU - Spesa per interventi a favore di studenti in situazione di handicap non ripartibile tra studenti;0;0
2008;06701;Teramo - Università degli studi;45    ;ALTRE SPESE PER IL DSU - Altre spese per il DSU non ripartibile tra studenti;0;0
2008;06701;Teramo - Università degli studi;51    ;PRESTITI EROGATI DA ISTITUTI DI CREDITO CONVENZIONATI - Ammontare dei prestiti;0;0
2008;06701;Teramo - Università degli studi;52    ;PRESTITI EROGATI DA ISTITUTI DI CREDITO CONVENZIONATI - Fondo di garanzia;0;0
2008;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;S300  ;INTERVENTI A FAVORE DEGLI STUDENTI - TOTALE INTERVENTI;18306516;367344
2008;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;S310  ;BORSE DI STUDIO - TOTALE BORSE;16540789;367344
2008;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;3110  ;Dottorato di ricerca;3677762;
2008;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;3120  ;Scuole di specializzazione;62243;
2008;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;3130  ;Scuole di specializzazione mediche a norma UE;11116926;
2008;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;3140  ;Post dottorato;137658;
2008;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;3150  ;Perfezionamento all'estero;0;
2008;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;3160  ;Altre borse;1546200;367344
2008;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;3161  ;Altre borse - di cui a studenti iscritti a corsi di laurea, corsi di laurea magistrale, corsi del vecchio ordinamento;0;0
2008;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;3162  ;Altre borse - di cui a studenti iscritti a corsi di dottorato;52176;0
2008;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;3163  ;Altre borse - di cui a studenti iscritti a corsi di specializzazione;234000;0
2008;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;3164  ;Altre borse - di cui a studenti iscritti a corsi di perfezionamento e master;367344;367344
2008;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;3165  ;Altre borse - di cui altre borse;892680;0
2008;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;S320  ;ALTRI INTERVENTI - TOTALE ALTRI INTERVENTI;1765727;0
2008;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;3210  ;Attività part-time;153437;0
2008;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;3220  ;Programmi di mobilità e scambi culturali studenti;721227;0
2008;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;3221  ;Programmi di mobilità e scambi culturali studenti - di cui da cofinanziamento MIUR;0;0
2008;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;3222  ;Programmi di mobilità e scambi culturali studenti - di cui spesa finanziata dall'Unione Europea o da altre istituzioni;631498;0
2008;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;3223  ;Programmi di mobilità e scambi culturali studenti - di cui spesa per iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;76303;0
2008;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;3230  ;Iniziative ed attività culturali gestite dagli studenti;452740;0
2008;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;3240  ;Altri interventi a favore degli studenti;438323;0
2008;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;3241  ;Altri interventi a favore degli studenti - di cui contributi finanziari a favore di studenti in situazione di handicap;207976;0
2008;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;3242  ;Altri interventi a favore degli studenti - di cui contributi-alloggio;0;0
2008;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;3243  ;Altri interventi a favore degli studenti - di cui mobilità dei dottorandi;0;0
2008;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;3244  ;Altri interventi a favore degli studenti - di cui altri sussidi;230347;0
2008;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;40    ;ALTRE SPESE PER IL DSU - TOTALE;10438;0
2008;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;41    ;ALTRE SPESE PER IL DSU - Spesa per gestione della mensa;0;0
2008;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;42    ;ALTRE SPESE PER IL DSU - Spesa per gestione degli alloggi;0;0
2008;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;43    ;ALTRE SPESE PER IL DSU - Spesa per trasporto studenti;0;0
2008;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;44    ;ALTRE SPESE PER IL DSU - Spesa per interventi a favore di studenti in situazione di handicap non ripartibile tra studenti;10438;0
2008;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;45    ;ALTRE SPESE PER IL DSU - Altre spese per il DSU non ripartibile tra studenti;0;0
