s_bene,genere,nome_regione,nome_provincia,nome_comune,categoria,sottocategoria,provvedimento,quota_confiscata,ufficio_giudiziario,distretto,tipologia_procedura,NomeComuneValidato,NomeRegioneValidato,CODISTAT,NomeProvinciaValidato,CODISTATPROV,CODISTATREG
I-NA-216-S,immobili,Campania,Napoli,Melito di Napoli,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,50,Procura della Repubblica,Napoli,Procedimento Penale,MELITO DI NAPOLI,CAMPANIA,063045,Napoli,063,15
I-NA-217-S,immobili,Campania,Napoli,Melito di Napoli,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,50,Procura della Repubblica,Napoli,Procedimento Penale,MELITO DI NAPOLI,CAMPANIA,063045,Napoli,063,15
I-NA-218-S,immobili,Campania,Napoli,Melito di Napoli,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,50,Procura della Repubblica,Napoli,Procedimento Penale,MELITO DI NAPOLI,CAMPANIA,063045,Napoli,063,15
I-NA-219-S,immobili,Campania,Napoli,Melito di Napoli,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,50,Procura della Repubblica,Napoli,Procedimento Penale,MELITO DI NAPOLI,CAMPANIA,063045,Napoli,063,15
I-NA-220-S,immobili,Campania,Napoli,Melito di Napoli,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,50,Procura della Repubblica,Napoli,Procedimento Penale,MELITO DI NAPOLI,CAMPANIA,063045,Napoli,063,15
I-NA-221-S,immobili,Campania,Napoli,Melito di Napoli,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,50,Procura della Repubblica,Napoli,Procedimento Penale,MELITO DI NAPOLI,CAMPANIA,063045,Napoli,063,15
I-NA-222-S,immobili,Campania,Napoli,Melito di Napoli,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,50,Procura della Repubblica,Napoli,Procedimento Penale,MELITO DI NAPOLI,CAMPANIA,063045,Napoli,063,15
I-NA-223-S,immobili,Campania,Napoli,Melito di Napoli,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,50,Procura della Repubblica,Napoli,Procedimento Penale,MELITO DI NAPOLI,CAMPANIA,063045,Napoli,063,15
I-NA-224-S,immobili,Campania,Napoli,Melito di Napoli,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,50,Procura della Repubblica,Napoli,Procedimento Penale,MELITO DI NAPOLI,CAMPANIA,063045,Napoli,063,15
I-NA-225-S,immobili,Campania,Napoli,Melito di Napoli,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,50,Procura della Repubblica,Napoli,Procedimento Penale,MELITO DI NAPOLI,CAMPANIA,063045,Napoli,063,15
I-NA-226-S,immobili,Campania,Napoli,Melito di Napoli,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,50,Procura della Repubblica,Napoli,Procedimento Penale,MELITO DI NAPOLI,CAMPANIA,063045,Napoli,063,15
I-NA-227-S,immobili,Campania,Napoli,Melito di Napoli,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,50,Procura della Repubblica,Napoli,Procedimento Penale,MELITO DI NAPOLI,CAMPANIA,063045,Napoli,063,15
I-NA-228-S,immobili,Campania,Napoli,Melito di Napoli,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,50,Procura della Repubblica,Napoli,Procedimento Penale,MELITO DI NAPOLI,CAMPANIA,063045,Napoli,063,15
I-NA-229-S,immobili,Campania,Napoli,Melito di Napoli,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,50,Procura della Repubblica,Napoli,Procedimento Penale,MELITO DI NAPOLI,CAMPANIA,063045,Napoli,063,15
I-NA-230-S,immobili,Campania,Napoli,Melito di Napoli,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,50,Procura della Repubblica,Napoli,Procedimento Penale,MELITO DI NAPOLI,CAMPANIA,063045,Napoli,063,15
I-NA-231-S,immobili,Campania,Napoli,Melito di Napoli,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,50,Procura della Repubblica,Napoli,Procedimento Penale,MELITO DI NAPOLI,CAMPANIA,063045,Napoli,063,15
I-NA-232-S,immobili,Campania,Napoli,Melito di Napoli,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,50,Procura della Repubblica,Napoli,Procedimento Penale,MELITO DI NAPOLI,CAMPANIA,063045,Napoli,063,15
I-NA-233-S,immobili,Campania,Napoli,Melito di Napoli,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,50,Procura della Repubblica,Napoli,Procedimento Penale,MELITO DI NAPOLI,CAMPANIA,063045,Napoli,063,15
I-NA-234-S,immobili,Campania,Napoli,Melito di Napoli,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,50,Procura della Repubblica,Napoli,Procedimento Penale,MELITO DI NAPOLI,CAMPANIA,063045,Napoli,063,15
I-NA-235-S,immobili,Campania,Napoli,Melito di Napoli,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,50,Procura della Repubblica,Napoli,Procedimento Penale,MELITO DI NAPOLI,CAMPANIA,063045,Napoli,063,15
I-NA-236-S,immobili,Campania,Napoli,Melito di Napoli,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,50,Procura della Repubblica,Napoli,Procedimento Penale,MELITO DI NAPOLI,CAMPANIA,063045,Napoli,063,15
I-NA-237-S,immobili,Campania,Napoli,Melito di Napoli,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,50,Procura della Repubblica,Napoli,Procedimento Penale,MELITO DI NAPOLI,CAMPANIA,063045,Napoli,063,15
I-NA-238-S,immobili,Campania,Napoli,Melito di Napoli,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,50,Procura della Repubblica,Napoli,Procedimento Penale,MELITO DI NAPOLI,CAMPANIA,063045,Napoli,063,15
I-NA-239-S,immobili,Campania,Napoli,Melito di Napoli,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,50,Procura della Repubblica,Napoli,Procedimento Penale,MELITO DI NAPOLI,CAMPANIA,063045,Napoli,063,15
I-NA-240-S,immobili,Campania,Napoli,Melito di Napoli,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,50,Procura della Repubblica,Napoli,Procedimento Penale,MELITO DI NAPOLI,CAMPANIA,063045,Napoli,063,15
I-NA-241-S,immobili,Campania,Napoli,Melito di Napoli,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,50,Procura della Repubblica,Napoli,Procedimento Penale,MELITO DI NAPOLI,CAMPANIA,063045,Napoli,063,15
I-NA-242-S,immobili,Campania,Napoli,Melito di Napoli,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,50,Procura della Repubblica,Napoli,Procedimento Penale,MELITO DI NAPOLI,CAMPANIA,063045,Napoli,063,15
I-NA-243-S,immobili,Campania,Napoli,Melito di Napoli,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,50,Procura della Repubblica,Napoli,Procedimento Penale,MELITO DI NAPOLI,CAMPANIA,063045,Napoli,063,15
I-NA-244-S,immobili,Campania,Napoli,Melito di Napoli,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,50,Procura della Repubblica,Napoli,Procedimento Penale,MELITO DI NAPOLI,CAMPANIA,063045,Napoli,063,15
I-NA-245-S,immobili,Campania,Napoli,Melito di Napoli,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,50,Procura della Repubblica,Napoli,Procedimento Penale,MELITO DI NAPOLI,CAMPANIA,063045,Napoli,063,15
I-NA-246-S,immobili,Campania,Napoli,Melito di Napoli,Unità immobiliare per alloggio e usi collettivi,"Scuola, Laboratorio Scientifico",Confisca def.,50,Procura della Repubblica,Napoli,Procedimento Penale,MELITO DI NAPOLI,CAMPANIA,063045,Napoli,063,15
I-NA-47903-S,immobili,Campania,Napoli,Giugliano in Campania,Unità immobiliare per uso di abitazione e assimilabile,Villa,Confisca def.,100,Procura della Repubblica,Napoli,Procedimento Penale,GIUGLIANO IN CAMPANIA,CAMPANIA,063034,Napoli,063,15
I-LT-383-S,immobili,Lazio,Latina,Minturno,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100,Procura della Repubblica,Napoli,Procedimento Penale,MINTURNO,LAZIO,059014,Latina,059,12
I-LT-384-S,immobili,Lazio,Latina,Minturno,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100,Procura della Repubblica,Napoli,Procedimento Penale,MINTURNO,LAZIO,059014,Latina,059,12
I-NA-48838-S,immobili,Campania,Napoli,Napoli,Unità immobiliare a destinazione commerciale e industriale,"Negozio, Bottega",Confisca def.,100,Procura della Repubblica,Napoli,Procedimento Penale,NAPOLI,CAMPANIA,063049,Napoli,063,15
I-TN-48870-S,immobili,Trentino Alto Adige,Trento,Riva del Garda,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100,Procura della Repubblica,Napoli,Procedimento Penale,RIVA DEL GARDA,TRENTINO-ALTO ADIGE/SÜDTIROL,022153,Trento,022,04
I-TN-48871-S,immobili,Trentino Alto Adige,Trento,Riva del Garda,Unità immobiliare a destinazione commerciale e industriale,"Magazzino, Locale di deposito",Confisca def.,100,Procura della Repubblica,Napoli,Procedimento Penale,RIVA DEL GARDA,TRENTINO-ALTO ADIGE/SÜDTIROL,022153,Trento,022,04
I-NA-48896-S,immobili,Campania,Napoli,Napoli,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100,Procura della Repubblica,Napoli,Procedimento Penale,NAPOLI,CAMPANIA,063049,Napoli,063,15
I-NA-48897-S,immobili,Campania,Napoli,Napoli,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100,Procura della Repubblica,Napoli,Procedimento Penale,NAPOLI,CAMPANIA,063049,Napoli,063,15
I-CE-559-S,immobili,Campania,Caserta,Castel Volturno,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Confisca def.,100,Procura della Repubblica,Santa Maria Capua Vetere,Procedimento Penale,CASTEL VOLTURNO,CAMPANIA,061027,Caserta,061,15
I-CE-560-S,immobili,Campania,Caserta,Castel Volturno,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,100,Procura della Repubblica,Santa Maria Capua Vetere,Procedimento Penale,CASTEL VOLTURNO,CAMPANIA,061027,Caserta,061,15
I-NA-563-S,immobili,Campania,Napoli,Giugliano in Campania,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100,Procura della Repubblica,Santa Maria Capua Vetere,Procedimento Penale,GIUGLIANO IN CAMPANIA,CAMPANIA,063034,Napoli,063,15
I-NA-564-S,immobili,Campania,Napoli,Giugliano in Campania,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,100,Procura della Repubblica,Santa Maria Capua Vetere,Procedimento Penale,GIUGLIANO IN CAMPANIA,CAMPANIA,063034,Napoli,063,15
I-CE-635-S,immobili,Campania,Caserta,Casal di Principe,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Confisca def.,100,Procura della Repubblica,Santa Maria Capua Vetere,Procedimento Penale,CASAL DI PRINCIPE,CAMPANIA,061019,Caserta,061,15
I-CE-636-S,immobili,Campania,Caserta,Casal di Principe,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Confisca def.,100,Procura della Repubblica,Santa Maria Capua Vetere,Procedimento Penale,CASAL DI PRINCIPE,CAMPANIA,061019,Caserta,061,15
I-CE-637-S,immobili,Campania,Caserta,Casal di Principe,Unità immobiliare per uso di abitazione e assimilabile,Altro,Confisca def.,100,Procura della Repubblica,Santa Maria Capua Vetere,Procedimento Penale,CASAL DI PRINCIPE,CAMPANIA,061019,Caserta,061,15
I-CE-638-S,immobili,Campania,Caserta,Parete,Terreno,Terreno edificabile,Confisca def.,100,Procura della Repubblica,Santa Maria Capua Vetere,Procedimento Penale,PARETE,CAMPANIA,061054,Caserta,061,15
I-CE-639-S,immobili,Campania,Caserta,Casal di Principe,Unità immobiliare a destinazione commerciale e industriale,"Negozio, Bottega",Confisca def.,100,Procura della Repubblica,Santa Maria Capua Vetere,Procedimento Penale,CASAL DI PRINCIPE,CAMPANIA,061019,Caserta,061,15
I-CE-640-S,immobili,Campania,Caserta,Cancello ed Arnone,Terreno,Terreno - non definito,Confisca def.,100,Procura della Repubblica,Santa Maria Capua Vetere,Procedimento Penale,CANCELLO ED ARNONE,CAMPANIA,061012,Caserta,061,15
I-CE-641-S,immobili,Campania,Caserta,Castel Volturno,Terreno,Terreno con fabbricato rurale,Confisca def.,100,Procura della Repubblica,Santa Maria Capua Vetere,Procedimento Penale,CASTEL VOLTURNO,CAMPANIA,061027,Caserta,061,15
I-CE-642-S,immobili,Campania,Caserta,Castel Volturno,Terreno,Terreno - non definito,Confisca def.,100,Procura della Repubblica,Santa Maria Capua Vetere,Procedimento Penale,CASTEL VOLTURNO,CAMPANIA,061027,Caserta,061,15
I-CE-643-S,immobili,Campania,Caserta,Castel Volturno,Terreno,Terreno - non definito,Confisca def.,100,Procura della Repubblica,Santa Maria Capua Vetere,Procedimento Penale,CASTEL VOLTURNO,CAMPANIA,061027,Caserta,061,15
I-CE-644-S,immobili,Campania,Caserta,Castel Volturno,Terreno,Terreno - non definito,Confisca def.,100,Procura della Repubblica,Santa Maria Capua Vetere,Procedimento Penale,CASTEL VOLTURNO,CAMPANIA,061027,Caserta,061,15
I-CE-645-S,immobili,Campania,Caserta,Castel Volturno,Terreno,Terreno - non definito,Confisca def.,100,Procura della Repubblica,Santa Maria Capua Vetere,Procedimento Penale,CASTEL VOLTURNO,CAMPANIA,061027,Caserta,061,15
I-CE-646-S,immobili,Campania,Caserta,Castel Volturno,Terreno,Terreno - non definito,Confisca def.,100,Procura della Repubblica,Santa Maria Capua Vetere,Procedimento Penale,CASTEL VOLTURNO,CAMPANIA,061027,Caserta,061,15
I-CE-647-S,immobili,Campania,Caserta,Castel Volturno,Terreno,Terreno - non definito,Confisca def.,100,Procura della Repubblica,Santa Maria Capua Vetere,Procedimento Penale,CASTEL VOLTURNO,CAMPANIA,061027,Caserta,061,15
I-CE-648-S,immobili,Campania,Caserta,Castel Volturno,Terreno,Terreno - non definito,Confisca def.,100,Procura della Repubblica,Santa Maria Capua Vetere,Procedimento Penale,CASTEL VOLTURNO,CAMPANIA,061027,Caserta,061,15
I-CE-649-S,immobili,Campania,Caserta,Castel Volturno,Terreno,Terreno - non definito,Confisca def.,100,Procura della Repubblica,Santa Maria Capua Vetere,Procedimento Penale,CASTEL VOLTURNO,CAMPANIA,061027,Caserta,061,15
I-CE-650-S,immobili,Campania,Caserta,Castel Volturno,Terreno,Terreno - non definito,Confisca def.,100,Procura della Repubblica,Santa Maria Capua Vetere,Procedimento Penale,CASTEL VOLTURNO,CAMPANIA,061027,Caserta,061,15
I-CE-651-S,immobili,Campania,Caserta,Castel Volturno,Terreno,Terreno - non definito,Confisca def.,100,Procura della Repubblica,Santa Maria Capua Vetere,Procedimento Penale,CASTEL VOLTURNO,CAMPANIA,061027,Caserta,061,15
I-CE-652-S,immobili,Campania,Caserta,Castel Volturno,Terreno,Terreno - non definito,Confisca def.,100,Procura della Repubblica,Santa Maria Capua Vetere,Procedimento Penale,CASTEL VOLTURNO,CAMPANIA,061027,Caserta,061,15
I-NA-1140-S,immobili,Campania,Napoli,Bacoli,Terreno,Terreno edificabile,Confisca def.,100,Procura della Repubblica,Santa Maria Capua Vetere,Procedimento Penale,BACOLI,CAMPANIA,063006,Napoli,063,15
I-MB-1790-S,immobili,Lombardia,Monza e Brianza,Muggiò,Altra unità immobiliare,Altro,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,MUGGIÒ,LOMBARDIA,108034,Monza e della Brianza,108,03
I-MB-1814-S,immobili,Lombardia,Monza e Brianza,Desio,Terreno,Terreno - non definito,Confisca def.,50,Procura della Repubblica,Milano,Procedimento Penale,DESIO,LOMBARDIA,108023,Monza e della Brianza,108,03
I-MB-1825-S,immobili,Lombardia,Monza e Brianza,Macherio,Unità immobiliare a destinazione commerciale e industriale,"Magazzino, Locale di deposito",Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,MACHERIO,LOMBARDIA,108029,Monza e della Brianza,108,03
I-MB-1826-S,immobili,Lombardia,Monza e Brianza,Macherio,Unità immobiliare a destinazione commerciale e industriale,"Magazzino, Locale di deposito",Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,MACHERIO,LOMBARDIA,108029,Monza e della Brianza,108,03
I-MB-1827-S,immobili,Lombardia,Monza e Brianza,Macherio,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,MACHERIO,LOMBARDIA,108029,Monza e della Brianza,108,03
I-MB-1828-S,immobili,Lombardia,Monza e Brianza,Macherio,Altra unità immobiliare,Altro,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,MACHERIO,LOMBARDIA,108029,Monza e della Brianza,108,03
I-MB-1829-S,immobili,Lombardia,Monza e Brianza,Macherio,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,MACHERIO,LOMBARDIA,108029,Monza e della Brianza,108,03
I-MB-1830-S,immobili,Lombardia,Monza e Brianza,Macherio,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,MACHERIO,LOMBARDIA,108029,Monza e della Brianza,108,03
I-AG-1836-S,immobili,Sicilia,Agrigento,Campobello di Licata,Terreno,Terreno - non definito,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,CAMPOBELLO DI LICATA,SICILIA,084010,Agrigento,084,19
I-AG-1837-S,immobili,Sicilia,Agrigento,Campobello di Licata,Terreno,Terreno - non definito,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,CAMPOBELLO DI LICATA,SICILIA,084010,Agrigento,084,19
I-MB-1856-S,immobili,Lombardia,Monza e Brianza,Desio,Unità immobiliare a destinazione commerciale e industriale,"Negozio, Bottega",Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,DESIO,LOMBARDIA,108023,Monza e della Brianza,108,03
I-MB-1857-S,immobili,Lombardia,Monza e Brianza,Desio,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,DESIO,LOMBARDIA,108023,Monza e della Brianza,108,03
I-MI-1858-S,immobili,Lombardia,Milano,Sesto San Giovanni,Altra unità immobiliare,Altro,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,SESTO SAN GIOVANNI,LOMBARDIA,015209,Milano,015,03
I-MI-1859-S,immobili,Lombardia,Milano,Sesto San Giovanni,Unità immobiliare a destinazione commerciale e industriale,Laboratorio per arti e mestieri,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,SESTO SAN GIOVANNI,LOMBARDIA,015209,Milano,015,03
